"Accession_ID","Season","Block","Rep","DSR","Accession","Origin","Species"
"21",1,2,1,7,"PI 508408","South Korea","rapa"
"21",1,3,1,9,"PI 508408","South Korea","rapa"
"21",1,1,2,10,"PI 508408","South Korea","rapa"
"21",1,2,2,10,"PI 508408","South Korea","rapa"
"21",1,3,2,10,"PI 508408","South Korea","rapa"
"21",2,1,3,2,"PI 508408","South Korea","rapa"
"21",2,2,3,3,"PI 508408","South Korea","rapa"
"21",2,3,3,4,"PI 508408","South Korea","rapa"
"21",2,1,4,5,"PI 508408","South Korea","rapa"
"21",2,2,4,3,"PI 508408","South Korea","rapa"
"21",2,3,4,4,"PI 508408","South Korea","rapa"
"21",2,1,5,7,"PI 508408","South Korea","rapa"
"21",2,2,5,6,"PI 508408","South Korea","rapa"
"21",2,3,5,6,"PI 508408","South Korea","rapa"
"22",1,1,1,6,"PI 662558","China","rapa"
"22",1,2,1,8,"PI 662558","China","rapa"
"22",1,3,1,5,"PI 662558","China","rapa"
"22",1,1,2,10,"PI 662558","China","rapa"
"22",1,2,2,NA,"PI 662558","China","rapa"
"22",1,3,2,7,"PI 662558","China","rapa"
"22",2,1,3,2,"PI 662558","China","rapa"
"22",2,2,3,2,"PI 662558","China","rapa"
"22",2,3,3,2,"PI 662558","China","rapa"
"22",2,1,4,6,"PI 662558","China","rapa"
"22",2,2,4,5,"PI 662558","China","rapa"
"22",2,3,4,4,"PI 662558","China","rapa"
"22",2,1,5,10,"PI 662558","China","rapa"
"22",2,2,5,7,"PI 662558","China","rapa"
"22",2,3,5,8,"PI 662558","China","rapa"
"23",1,1,1,9,"PI 687052","China","rapa"
"23",1,2,1,9,"PI 687052","China","rapa"
"23",1,3,1,6,"PI 687052","China","rapa"
"23",1,1,2,9,"PI 687052","China","rapa"
"23",1,2,2,10,"PI 687052","China","rapa"
"23",1,3,2,10,"PI 687052","China","rapa"
"23",2,1,3,3,"PI 687052","China","rapa"
"23",2,2,3,2,"PI 687052","China","rapa"
"23",2,3,3,2,"PI 687052","China","rapa"
"23",2,1,4,4,"PI 687052","China","rapa"
"23",2,2,4,5,"PI 687052","China","rapa"
"23",2,3,4,5,"PI 687052","China","rapa"
"23",2,1,5,5,"PI 687052","China","rapa"
"23",2,2,5,6,"PI 687052","China","rapa"
"23",2,3,5,7,"PI 687052","China","rapa"
"24",1,1,1,4,"PI 662557","China","rapa"
"24",1,2,1,8,"PI 662557","China","rapa"
"24",1,3,1,3,"PI 662557","China","rapa"
"24",1,1,2,9,"PI 662557","China","rapa"
"24",1,2,2,9,"PI 662557","China","rapa"
"24",1,3,2,6,"PI 662557","China","rapa"
"24",2,1,3,2,"PI 662557","China","rapa"
"24",2,2,3,4,"PI 662557","China","rapa"
"24",2,3,3,2,"PI 662557","China","rapa"
"24",2,1,4,4,"PI 662557","China","rapa"
"24",2,2,4,6,"PI 662557","China","rapa"
"24",2,3,4,5,"PI 662557","China","rapa"
"24",2,1,5,7,"PI 662557","China","rapa"
"24",2,2,5,10,"PI 662557","China","rapa"
"24",2,3,5,7,"PI 662557","China","rapa"
"25",1,1,1,8,"PI 662556","China","rapa"
"25",1,2,1,6,"PI 662556","China","rapa"
"25",1,3,1,7,"PI 662556","China","rapa"
"25",1,1,2,10,"PI 662556","China","rapa"
"25",1,2,2,10,"PI 662556","China","rapa"
"25",1,3,2,10,"PI 662556","China","rapa"
"25",2,1,3,3,"PI 662556","China","rapa"
"25",2,2,3,3,"PI 662556","China","rapa"
"25",2,3,3,4,"PI 662556","China","rapa"
"25",2,1,4,5,"PI 662556","China","rapa"
"25",2,2,4,6,"PI 662556","China","rapa"
"25",2,3,4,4,"PI 662556","China","rapa"
"25",2,1,5,6,"PI 662556","China","rapa"
"25",2,2,5,8,"PI 662556","China","rapa"
"25",2,3,5,6,"PI 662556","China","rapa"
"26",1,1,1,5,"PI 662553","China","rapa"
"26",1,2,1,10,"PI 662553","China","rapa"
"26",1,3,1,8,"PI 662553","China","rapa"
"26",1,1,2,8,"PI 662553","China","rapa"
"26",1,2,2,10,"PI 662553","China","rapa"
"26",1,3,2,10,"PI 662553","China","rapa"
"26",2,1,3,6,"PI 662553","China","rapa"
"26",2,2,3,3,"PI 662553","China","rapa"
"26",2,3,3,3,"PI 662553","China","rapa"
"26",2,1,4,7,"PI 662553","China","rapa"
"26",2,2,4,6,"PI 662553","China","rapa"
"26",2,3,4,5,"PI 662553","China","rapa"
"26",2,1,5,10,"PI 662553","China","rapa"
"26",2,2,5,6,"PI 662553","China","rapa"
"26",2,3,5,6,"PI 662553","China","rapa"
"27",1,1,1,8,"PI 662550","China","rapa"
"27",1,2,1,8,"PI 662550","China","rapa"
"27",1,3,1,9,"PI 662550","China","rapa"
"27",1,1,2,10,"PI 662550","China","rapa"
"27",1,2,2,10,"PI 662550","China","rapa"
"27",1,3,2,10,"PI 662550","China","rapa"
"27",2,1,3,4,"PI 662550","China","rapa"
"27",2,2,3,2,"PI 662550","China","rapa"
"27",2,3,3,4,"PI 662550","China","rapa"
"27",2,1,4,7,"PI 662550","China","rapa"
"27",2,2,4,NA,"PI 662550","China","rapa"
"27",2,3,4,5,"PI 662550","China","rapa"
"27",2,1,5,7,"PI 662550","China","rapa"
"27",2,2,5,7,"PI 662550","China","rapa"
"27",2,3,5,7,"PI 662550","China","rapa"
"28",1,1,1,9,"PI 662545","China","rapa"
"28",1,2,1,7,"PI 662545","China","rapa"
"28",1,3,1,5,"PI 662545","China","rapa"
"28",1,1,2,10,"PI 662545","China","rapa"
"28",1,2,2,8,"PI 662545","China","rapa"
"28",1,3,2,9,"PI 662545","China","rapa"
"28",2,1,3,3,"PI 662545","China","rapa"
"28",2,2,3,3,"PI 662545","China","rapa"
"28",2,3,3,4,"PI 662545","China","rapa"
"28",2,1,4,6,"PI 662545","China","rapa"
"28",2,2,4,6,"PI 662545","China","rapa"
"28",2,3,4,4,"PI 662545","China","rapa"
"28",2,1,5,9,"PI 662545","China","rapa"
"28",2,2,5,9,"PI 662545","China","rapa"
"28",2,3,5,8,"PI 662545","China","rapa"
"29",1,1,1,5,"PI 633163","Sweden","rapa"
"29",1,2,1,10,"PI 633163","Sweden","rapa"
"29",1,3,1,9,"PI 633163","Sweden","rapa"
"29",1,1,2,6,"PI 633163","Sweden","rapa"
"29",1,2,2,10,"PI 633163","Sweden","rapa"
"29",1,3,2,10,"PI 633163","Sweden","rapa"
"29",2,1,3,5,"PI 633163","Sweden","rapa"
"29",2,2,3,3,"PI 633163","Sweden","rapa"
"29",2,3,3,NA,"PI 633163","Sweden","rapa"
"29",2,1,4,6,"PI 633163","Sweden","rapa"
"29",2,2,4,6,"PI 633163","Sweden","rapa"
"29",2,3,4,NA,"PI 633163","Sweden","rapa"
"29",2,1,5,10,"PI 633163","Sweden","rapa"
"29",2,2,5,8,"PI 633163","Sweden","rapa"
"29",2,3,5,NA,"PI 633163","Sweden","rapa"
"30",1,1,1,9,"PI 633169","Cuba","rapa"
"30",1,2,1,9,"PI 633169","Cuba","rapa"
"30",1,3,1,8,"PI 633169","Cuba","rapa"
"30",1,1,2,8,"PI 633169","Cuba","rapa"
"30",1,2,2,10,"PI 633169","Cuba","rapa"
"30",1,3,2,8,"PI 633169","Cuba","rapa"
"30",2,1,3,3,"PI 633169","Cuba","rapa"
"30",2,2,3,2,"PI 633169","Cuba","rapa"
"30",2,3,3,3,"PI 633169","Cuba","rapa"
"30",2,1,4,5,"PI 633169","Cuba","rapa"
"30",2,2,4,5,"PI 633169","Cuba","rapa"
"30",2,3,4,5,"PI 633169","Cuba","rapa"
"30",2,1,5,6,"PI 633169","Cuba","rapa"
"30",2,2,5,7,"PI 633169","Cuba","rapa"
"30",2,3,5,7,"PI 633169","Cuba","rapa"
"31",1,1,1,7,"PI 597831","Egypt","rapa"
"31",1,2,1,7,"PI 597831","Egypt","rapa"
"31",1,3,1,8,"PI 597831","Egypt","rapa"
"31",1,1,2,10,"PI 597831","Egypt","rapa"
"31",1,2,2,10,"PI 597831","Egypt","rapa"
"31",1,3,2,10,"PI 597831","Egypt","rapa"
"31",2,1,3,3,"PI 597831","Egypt","rapa"
"31",2,2,3,4,"PI 597831","Egypt","rapa"
"31",2,3,3,3,"PI 597831","Egypt","rapa"
"31",2,1,4,6,"PI 597831","Egypt","rapa"
"31",2,2,4,6,"PI 597831","Egypt","rapa"
"31",2,3,4,5,"PI 597831","Egypt","rapa"
"31",2,1,5,9,"PI 597831","Egypt","rapa"
"31",2,2,5,7,"PI 597831","Egypt","rapa"
"31",2,3,5,8,"PI 597831","Egypt","rapa"
"32",1,1,1,8,"PI 687065","India","rapa"
"32",1,2,1,6,"PI 687065","India","rapa"
"32",1,3,1,6,"PI 687065","India","rapa"
"32",1,1,2,10,"PI 687065","India","rapa"
"32",1,2,2,10,"PI 687065","India","rapa"
"32",1,3,2,10,"PI 687065","India","rapa"
"32",2,1,3,3,"PI 687065","India","rapa"
"32",2,2,3,3,"PI 687065","India","rapa"
"32",2,3,3,3,"PI 687065","India","rapa"
"32",2,1,4,6,"PI 687065","India","rapa"
"32",2,2,4,6,"PI 687065","India","rapa"
"32",2,3,4,6,"PI 687065","India","rapa"
"32",2,1,5,9,"PI 687065","India","rapa"
"32",2,2,5,9,"PI 687065","India","rapa"
"32",2,3,5,9,"PI 687065","India","rapa"
"33",1,1,1,9,"G 30212","Spain","rapa"
"33",1,2,1,5,"G 30212","Spain","rapa"
"33",1,3,1,9,"G 30212","Spain","rapa"
"33",1,1,2,10,"G 30212","Spain","rapa"
"33",1,2,2,10,"G 30212","Spain","rapa"
"33",1,3,2,10,"G 30212","Spain","rapa"
"33",2,1,3,2,"G 30212","Spain","rapa"
"33",2,2,3,3,"G 30212","Spain","rapa"
"33",2,3,3,2,"G 30212","Spain","rapa"
"33",2,1,4,5,"G 30212","Spain","rapa"
"33",2,2,4,8,"G 30212","Spain","rapa"
"33",2,3,4,7,"G 30212","Spain","rapa"
"33",2,1,5,8,"G 30212","Spain","rapa"
"33",2,2,5,9,"G 30212","Spain","rapa"
"33",2,3,5,9,"G 30212","Spain","rapa"
"34",1,1,1,10,"PI 633166","Nepal","rapa"
"34",1,2,1,9,"PI 633166","Nepal","rapa"
"34",1,3,1,9,"PI 633166","Nepal","rapa"
"34",1,1,2,10,"PI 633166","Nepal","rapa"
"34",1,2,2,10,"PI 633166","Nepal","rapa"
"34",1,3,2,10,"PI 633166","Nepal","rapa"
"34",2,1,3,4,"PI 633166","Nepal","rapa"
"34",2,2,3,3,"PI 633166","Nepal","rapa"
"34",2,3,3,3,"PI 633166","Nepal","rapa"
